Intensity,Wavelength (Å),Spectrum,Reference
10,3566.052,Mo I,WB88
300,3566.099,Zr I,J98
600 P,3566.372,Ni I,LBT93
150,3566.47,Tm II,MCS75
700 P,3566.5909,U I,SPMR72
1000 l,3567.254,Bk II,WC78
40,3567.356,Tm I,SMC73
120,3567.36,Hf I,MCS75
200,3567.702,Sc II,JL80
600 P,3567.84,Lu I,MCS75
1000 P,3568.271,Sm II,K35
250,3568.502,Ne II,P71
700 P,3568.513,Tb II,B01
80,3568.85,Tc I,BMC67
300,3568.97,Tb II,B01
130,3569.04,Hf II,MCS75
150,3569.0781,U I,SPMR72
500 P,3569.163,Am I,FT57
400 P,3569.376,Co I,PT96
80,3569.494,Mn I,CMG64
25,3569.804,Mn I,CMG64
120,3569.8204,Th I,PE83
120,3570.0977,Fe I,NJLT94
130,3570.18,Rh I,MCS75
80,3570.2542,Fe I,NJLT94
300,3570.56,Pa I,BW92b
60,3570.606,Ru I,K59
70,3570.753,Er I,M64b
200,3571.1489,Pd I,ELLW98
20,3571.431,Y I,P77
300,3571.82,Pa I,BW92b
120,3571.864,Ni I,LBT93
80,3571.93,Gd II,MCS75
400 P,3572.468,Zr II,J98
500 P,3572.53,Sc II,JL80
30,3572.729,Pb I,WA68
1000 P,3572.949,Cm II,WHGC76
25 c,3573.24,Ho II,MCS75
6,3573.636,Cr I,K53
70,3573.72,Ir I,MCS75
40,3573.83,Dy II,NG00
11,3573.878,Mo I,WB88
60,3574.152,Dy II,NG00
100,3574.181,Ne II,P71
300 P,3574.43,La I,MCS75
200,3574.612,Ne II,P71
100,3574.7602,U I,SPMR72
15,3574.796,Cr I,K53
40 c,3574.8,Ho II,MCS75
120,3575.36,Co I,PT96
100 s,3575.68,Es,WLGC74
300 P,3575.79,Zr I,J98
90 P,3575.85,Nb I,MCS75
25,3576.052,Y I,P77
200,3576.242,Dy II,NG00
400 P,3576.34,Sc II,JL80
300,3576.5574,Th I,PE83
25,3576.616,Ar II,N73
250 P,3576.853,Zr II,J98
80,3576.865,Dy II,NG00
300,3577.45,Ce II,C73
50,3577.87,Mn I,CMG64
110,3577.9162,U I,SPMR72
40,3577.983,Dy II,NG00
20,3578.244,Er I,M64b
1000 P,3578.682,Cr I,K53
130,3578.7211,U II,SPMR72
90,3579.12,Ho I,MCS75
200,3579.227,Tb II,B01
100,3580.06,Tc I,BMC67
"140 P,c",3580.15,Re II,MCS75
300 P,3580.27,Nb I,MCS75
90,3580.519,Er II,M64b
25,3580.75,Ho II,MCS75
300 P,3580.928,Sc II,JL80
12,3580.97,Re I,MCS75
600 P,3581.1931,Fe I,NJLT94
60,3581.26,Tc I,BMC67
8,3581.608,Ar II,N73
25,3581.83,Ho II,MCS75
50,3581.885,Mo I,WB88
110,3581.91,Gd II,MCS75
80,3582.08,Tc I,BMC67
15,3582.355,Ar II,N73
200,3582.63,Tc I,BMC67
100 s,3582.95,Es II,WLGC74
15,3583.02,Re I,MCS75
500,3583.1,Rh I,MCS75
150,3583.1022,Th I,PE83
250,3584.514,Y II,NJK91
1000 P,3584.8774,U I,SPMR72
600 P,3584.96,Gd II,MCS75
30,3584.97,Nb I,MCS75
150,3585.058,Dy II,NG00
30,3585.3188,Fe I,NJLT94
20,3585.466,Yb II,M67
60,3585.778,Dy II,NG00
30,3586.067,Tm I,SMC73
250,3586.293,Zr I,J98
25,3586.54,Mn I,CMG64
400,3586.557,Al II,KM91b
25,3586.601,Er I,M64b
25,3586.731,Au I,ED71
40,3586.9849,Fe I,NJLT94
1,3587.05,Rb I,RE80
300,3587.187,Co I,PT96
40,3587.204,Ru I,K59
1,3587.27,He I,M60a
30,3587.743,Y I,P77
400,3587.94,Tc I,BMC67
80,3587.974,Zr II,J98
25,3588.441,Ar II,N73
50,3589.11,Nb I,MCS75
600 P,3589.22,Ru I,K59
30,3589.36,Nb I,MCS75
140,3589.633,Sc II,JL80
300,3589.7495,Th I,PE83
150,3589.763,V II,ICL88
300,3590.28,Es,WLGC74
1000,3590.32,Bk I,WC78
140,3590.474,Sc II,JL80
40,3590.764,Er I,M64b
50,3591.416,Dy II,NG00
120,3591.7443,U I,SPMR72
130,3592.021,V II,ICL88
40 c,3592.23,Ho II,MCS75
50,3592.53,V I,DA78
1000 P,3592.603,Sm II,K35
130,3592.71,Gd II,MCS75
500,3592.7794,Th I,PE83
300,3592.915,Y I,P77
600 P,3593.029,Ru I,K59
800 P,3593.481,Cr I,K53
50,3593.5257,Ne I,SS04
30,3593.6389,Ne I,SS04
30,3593.97,Nb I,MCS75
80,3595.037,Dy II,NG00
11,3595.11,Mn I,CMG64
100,3595.47,Es,WLGC74
100 c,3595.66,Tc I,BMC67
30,3595.835,Er I,M64b
1000,3595.88,Bk I,WC78
50 c,3596.097,Bi I,GMV85
600 P,3596.185,Ru I,K59
500,3596.19,Rh I,MCS75
600,3597.15,Rh I,MCS75
150,3597.703,Ni I,LBT93
20,3598.11,Os I,MCS75
500,3598.1199,Th I,PE83
25,3598.713,Ti I,F91
1000 P,3598.77,Cf I,RCWM80
"70 c,w",3598.77,Ho II,MCS75
40,3599.48,Ho I,MCS75
60,3599.501,Er II,M64b
120,3599.769,Ru I,K59
90,3599.826,Er II,M64b
250,3599.87,Hf I,MCS75
10,3600.1685,Ne I,SS04
25,3600.374,Dy II,NG00
300,3600.41,Tb II,B01
60,3600.6,Rb II,R75
1000,3600.615,Cm I,WHGC76
110,3600.64,Rb II,R75
800 P,3600.731,Y II,NJK91
30 c,3600.95,Ho II,MCS75
90,3601.0344,Th II,PE83
1000,3601.115,Bk I,WC78
1000 P,3601.191,Zr I,J98
200,3601.393,F II,P69
20,3601.655,Cr I,K53
500,3601.915,Y II,NJK91
"1000 P,s",3602.43,Es II,WLGC74
30,3602.56,Nb I,MCS75
200,3602.838,F II,P69
9,3602.938,Mo I,WB88
1000 s,3603.201,Bk II,WC78
50,3603.41,Am I,FT57
400,3604.285,Sm II,K35
12,3604.48,Os II,MCS75
1000,3604.781,Bk I,WC78
250,3604.87,Gd I,MCS75
50,3604.898,Er II,M64b
140,3605.2742,U I,SPMR72
600 P,3605.32,Cr I,K53
1000,3605.32,Cf I,RCWM80
10,3605.762,Hg II,SR01
30,3605.86,Rh I,MCS75
80,3606.121,Dy II,NG00
7,3606.478,Yb II,M67
50,3606.6794,Fe I,NJLT94
100 s,3606.75,Es II,WLGC74
100 c,3607.32,Tc I,BMC67
300,3607.41,Ta I,MCS75
30,3607.424,Er I,M64b
15,3607.53,Mn I,CMG64
30 h,3607.88,Kr II,DHM33
200 c,3608.27,Tc I,BMC67
300,3608.3779,Th I,PE83
15,3608.485,Mn I,CMG64
90,3608.75,Gd II,MCS75
250,3608.77,Tm II,MCS75
150,3608.8594,Fe I,NJLT94
250 P,3609.4452,Th II,PE83
800 P,3609.491,Sm II,K35
800 P,3609.5547,Pd I,ELLW98
1000 P,3609.614,Bk I,WC78
80,3610.153,Ti I,F91
13,3610.298,Mn I,CMG64
2,3610.32,Xe I,HM33
150,3610.462,Ni I,LBT93
500 P,3610.508,Cd I,BA56
90,3610.76,Gd II,MCS75
600 P,3611.043,Y II,NJK91
9,3611.568,Au I,ED71
500,3611.78,Te II,HM64
120,3611.891,Zr II,J98
1000,3612.11,Cf I,RCWM80
300,3612.4275,Th I,PE83
300,3612.47,Rh I,MCS75
60,3612.74,Ni I,LBT93
400 P,3612.873,Cd I,BA56
1,3613.06,Xe I,HM33
200,3613.097,Zr II,J98
20,3613.31,Ho II,MCS75
3,3613.64,He I,M60a
1000 P,3613.831,Sc II,JL80
200,3614.772,Zr II,J98
25,3614.78,Rh I,MCS75
110,3615.1327,Th II,PE83
100,3616.3305,U I,SPMR72
300 P,3616.565,Er II,M64b
1000,3616.62,Bk I,WC78
400,3616.89,Hf I,MCS75
90,3617.1173,Th II,PE83
1000,3617.49,Cf I,RCWM80
200 P,3617.52,W I,MCS75
50,3617.85,Er II,M64b
300,3618.07,Pa I,BW92b
50,3618.43,Ho I,MCS75
200,3618.49,K II,D26
150,3618.7678,Fe I,NJLT94
50,3618.916,Er II,M64b
11,3619.272,Mn I,CMG64
800 P,3619.391,Ni I,LBT93
11,3619.803,Yb II,M67
100,3620.0838,U I,SPMR72
20,3620.46,Rh I,MCS75
400,3620.94,Y I,P77
400,3621.229,Sm II,K35
1000 s,3621.805,Bk II,WC78
8,3622.138,Ar II,N73
100,3622.6987,U I,SPMR72
300,3623.865,Zr I,J98
50,3624.462,Mo I,WB88
90,3625.628,Th II,PE83
11,3626.18,Mo I,WB88
200,3626.59,Rh I,MCS75
400,3626.62,Ta I,MCS75
25 c,3626.69,Ho II,MCS75
30,3626.74,Ru I,K59
"1000 P,s",3626.76,Cf II,RCWM80
200,3627.014,Sm II,K35
30,3627.25,Ho II,MCS75
100 c,3627.36,Tc I,BMC67
1000,3627.607,Bk I,WC78
50,3628.037,Er I,M64b
60,3628.1107,Pt I,SRSA92
40,3628.67,Ir I,MCS75
150,3628.7,Y II,NJK91
13,3628.866,Pt I,SRSA92
20,3629.368,Er I,M64b
50,3629.419,Dy II,NG00
200 P,3630.239,Dy II,NG00
700 P,3630.742,Sc II,JL80
40,3630.87,Hf II,MCS75
300 l,3631.09,Es,WLGC74
200,3631.126,Sm II,K35
700,3631.27,Na II,W71
9 h,3631.311,Au I,ED71
120,3631.4631,Fe I,NJLT94
25 c,3631.76,Ho II,MCS75
70,3631.889,Kr II,HP70a
700,3632.21,Pu II,BFG84
500,3632.21,Pu I,BFG84
250,3632.8303,Th I,PE83
6,3632.832,Cr I,K53
1000 s,3632.87,Es,WLGC74
1,3633.06,Xe I,HM33
600 P,3633.121,Y II,NJK91
90,3633.536,Er II,M64b
10,3633.664,Ne I,SS04
90,3634.148,Zr I,J98
300,3634.2,Pm II,RCWM80
2,3634.23,He I,M60a
800 P,3634.29,Sm II,K35
6,3634.525,Yb I,MT78
40,3634.674,Er I,M64b
800 P,3634.6884,Pd I,ELLW98
300,3634.931,Ru I,K59
300 c,3635.15,Tc I,BMC67
30,3635.43,Mo I,MCS75
600 P,3635.462,Ti I,F91
500,3635.9433,Th I,PE83
"1000 P,c",3636.07,Tc I,BMC67
90,3636.25,Lu I,MCS75
1000 P,3636.52,Pa I,BW92b
20,3636.588,Cr I,K53
1000 l,3637.054,Bk I,WC78
13,3637.757,Yb II,M67
15,3637.84,Re I,MCS75
25,3637.905,Au I,ED71
250,3638.1986,U I,SPMR72
100,3638.22,Tc I,BMC67
25 c,3638.3,Ho II,MCS75
40,3638.408,Tm I,SMC73
120,3638.6444,Th I,PE83
110,3638.676,Er I,M64b
25,3638.7879,Pt I,SRSA92
25,3638.7879,Pt I,SRSA92
90,3639.38,Tc I,BMC67
30,3639.51,Rh I,MCS75
"150 P,r",3639.568,Pb I,WA68
30,3639.8,Cr I,K53
7,3639.833,Ar II,N73
1000,3639.944,Cm I,WHGC76
50,3640.249,Dy II,NG00
1000,3640.255,Bk I,WC78
1000 s,3640.928,Bk II,WC78
15,3641.408,W II,EKM00
250 d,3641.53,La I,MCS75
11,3641.84,Cr I,K53
200,3642.06,Ta I,MCS75
400,3642.249,Th I,PE83
800 P,3642.674,Ti I,F91
500 P,3642.782,Sc II,JL80
40,3643.1667,Pt I,SRSA92
30,3643.629,Pt II,SRSA92
110,3643.65,Tm II,MCS75
150,3643.927,Ne II,P71
130,3644.2422,U I,SPMR72
90,3644.36,Hf II,MCS75
9 h,3645.016,Au I,ED71
250,3645.308,Sc II,JL80
500 P,3645.396,Dy II,NG00
110,3645.42,La II,MCS75
100,3645.62,Gd II,MCS75
80,3645.936,Er II,M64b
700 P,3646.19,Gd II,MCS75
25,3646.196,Ti I,F91
300 P,3647.77,Lu I,MCS75
150,3647.8428,Fe I,NJLT94
100 c,3648.04,Tc I,BMC67
4,3648.15,Yb I,MT78
50,3648.786,Dy II,NG00
120,3648.84,K I,R56
150,3648.98,K I,R56
11,3648.993,Cr I,K53
150,3649.1,Hf I,MCS75
500 P,3649.55,Ra II,R34a
300,3649.7349,Th I,PE83
25,3649.85,Nb I,MCS75
600 P,3650.153,Hg I,BAL50
50,3650.408,Er II,M64b
400 P,3650.421,Tb II,B01
9,3650.739,Au I,ED71
120,3651.182,Nb II,RCL00
60,3651.47,Tc I,BMC67
200,3651.5366,U I,SPMR72
200,3651.798,Sc II,JL80
100 l,3651.94,Es,WLGC74
8,3651.97,Re I,MCS75
150,3652.0641,U I,SPMR72
70,3652.54,Gd II,MCS75
50,3652.874,Er II,M64b
900 P,3653.495,Ti I,F91
200,3653.664,Ce II,C73
8,3653.916,Cr I,K53
80,3653.928,Kr II,HP70a
40,3654.59,Ti I,F91
400,3654.62,Gd II,MCS75
70,3654.836,Hg I,BAL50
40,3654.87,Rh I,MCS75
5,3655.729,Yb I,MT78
500 P,3655.843,Ce II,C73
400,3656.15,Gd II,MCS75
11,3656.26,Cr I,K53
14,3657.357,Mo I,WB88
900 P,3657.99,Rh I,MCS75
80,3658.095,Ti I,F91
100 c,3658.59,Tc I,BMC67
400 P,3658.891,Tb II,B01
300 P,3659.1548,U I,SPMR72
300,3659.39,Pm II,RCWM80
1000,3659.46,Cf I,RCWM80
150,3659.6294,Th I,PE83
40,3660.37,Nb I,MCS75
50,3660.629,Ti I,F91
250,3660.639,Ce II,C73
70,3661.202,Zr I,J98
600,3661.364,Ru I,K59
500,3661.365,Sm II,K35
30,3661.86,Rh I,MCS75
150,3662.26,Gd II,MCS75
200 c,3662.29,Ho I,MCS75
1000,3662.7,Cf I,RCWM80
11 c,3662.74,Rb II,R75
50,3662.99,Ho I,MCS75
400,3663.2025,Th I,PE83
6,3663.206,Cr I,K53
50,3663.279,Hg I,BAL50
80,3663.378,Ru I,K59
20,3663.604,V I,DA78
300 P,3663.648,Zr I,J98
200,3664.073,Ne II,P71
1000,3664.34,Cm I,WHGC76
25,3664.445,Er I,M64b
300,3664.6,Gd II,MCS75
250,3664.61,Y II,NJK91
30,3664.614,Dy II,NG00
60,3664.7,Nb I,MCS75
20,3664.811,Mo I,WB88
50,3665.168,Pt II,SRSA92
100,3665.18,Nd II,MCS75
13,3665.324,Kr I,KH69
140,3666.22,Rh I,MCS75
80,3666.65,Ho I,MCS75
25,3666.838,Dy I,NG00
20,3666.91,Rh I,MCS75
20,3667.741,V I,DA78
150,3667.97,Ho I,MCS75
250,3667.976,Ce II,C73
120,3668.09,Tm II,MCS75
250,3668.1398,Th I,PE83
70,3668.83,Pr II,MCS75
50,3668.963,Ti I,F91
50,3669.01,Kr II,DHM33
50,3669.52,Ho I,MCS75
60,3669.546,Ru I,K59
13,3669.69,Yb II,M67
1,3669.91,Xe I,HM33
500,3669.9684,Th I,PE83
"1000 P,l",3670.01,Es II,WLGC74
600 P,3670.0701,U II,SPMR72
500,3670.84,Sm II,K35
250,3671.2,Gd II,MCS75
10,3671.491,Pb I,WA68
80,3671.671,Ti I,F91
15,3671.999,Pt I,SRSA92
40,3672.296,Dy II,NG00
100,3672.36,Nd II,MCS75
20,3672.807,Mo I,WB88
500 P,3673.121,Am I,FT57
25,3673.406,V I,DA78
110,3673.54,Nd II,MCS75
12,3674.0449,Pt I,SRSA92
200,3674.05,Gd I,MCS75
60,3674.086,Dy II,NG00
140,3674.715,Zr II,J98
30 c,3674.77,Ho II,MCS75
15,3674.78,Nb I,MCS75
8,3675.085,Yb II,M67
150,3675.5675,Th II,PE83
1000 l,3675.585,Bk I,WC78
25,3675.699,V I,DA78
200,3675.74,Hf I,MCS75
700 P,3676.363,Tb II,B01
100,3676.586,Dy II,NG00
40,3678.504,Dy I,NG00
100,3679.15,Tc I,BMC67
80,3679.19,Ho I,MCS75
70,3679.21,Gd I,MCS75
15 d,3679.58,Kr I,KH69
80,3679.7,Ho I,MCS75
150,3679.9133,Fe I,NJLT94
25,3680.119,V I,DA78
40,3680.59,Mo I,WB88
60,3681.04,Rh I,MCS75
1000 s,3681.221,Bk II,WC78
200,3681.54,K II,D26
80,3682.08,W I,MCS75
1000 P,3682.24,Hf I,MCS75
10,3682.2421,Ne I,SS04
250,3682.4863,Th I,PE83
80,3682.65,Ho I,MCS75
50,3682.701,Er II,M64b
10,3682.9727,Pt I,SRSA92
50,3683.118,V I,DA78
50,3683.3,W I,MCS75
"400 P,r",3683.462,Pb I,WA68
25,3684.012,Er I,M64b
400 P,3684.13,Gd I,MCS75
30,3684.32,Li II,HM59
1000 l,3684.427,Bk I,WC78
500,3684.74,Tc I,BMC67
50,3684.85,Dy I,NG00
25,3685.16,Ho II,MCS75
250 P,3685.205,Ti II,HJLW82
10,3685.7352,Ne I,SS04
80,3685.777,Dy I,NG00
200,3685.8,Nd II,MCS75
4,3685.9,Xe I,HM33
25,3686.182,Kr II,HP70a
80,3686.33,Gd II,MCS75
700,3686.555,Cu II,R69
1000 l,3686.737,Bk I,WC78
6,3686.82,Cr I,K53
6,3687.25,Cr I,K53
20,3687.4152,Pt I,SRSA92
50,3687.4568,Fe I,NJLT94
40,3687.498,V I,DA78
400,3687.74,Gd II,MCS75
70,3688.06,W I,MCS75
110,3688.069,V I,DA78
110 P,3688.42,Eu II,MCS75
15 c,3689.5,Re I,MCS75
400,3689.79,Pm II,RCWM80
80,3689.914,Ti I,F91
80,3690.282,V I,DA78
200,3690.3368,Pd I,ELLW98
150,3690.6238,Th I,PE83
70,3690.65,Ho I,MCS75
200,3690.7,Rh I,MCS75
25 c,3691.48,Re I,MCS75
40,3691.95,Ho I,MCS75
120,3692.222,V I,DA78
1000 P,3692.36,Rh I,MCS75
300,3692.5,Pm II,RCWM80
15,3692.523,Y I,P77
300,3692.5664,Th I,PE83
700 P,3692.65,Er II,M64b
4,3693.49,Xe I,HM33
10,3693.671,Mn I,CMG64
250 P,3693.989,Sm II,K35
1000 P,3694.19,Yb II,M67
200,3694.213,Ne II,P71
200 P,3694.811,Dy II,NG00
50,3694.939,Mo I,WB88
40,3695.342,V I,DA78
1000,3695.368,Bk I,WC78
100,3695.52,Rh I,MCS75
80,3695.864,V I,DA78
200 s,3696.42,Am II,FT57
130,3696.51,Hf I,MCS75
300,3697.5,Pm II,RCWM80
25,3697.679,Er I,M64b
250,3697.73,Gd II,MCS75
90,3697.85,Nb I,MCS75
300,3698.1061,Th I,PE83
150,3698.165,Zr II,J98
40,3698.206,Dy II,NG00
30,3698.26,Rh I,MCS75
40,3698.6,Rh I,MCS75
1000 s,3699.49,Cf II,RCWM80
30 c,3699.58,Rb II,R75
150,3699.73,Gd II,MCS75
14,3699.9126,Pt I,SRSA92
50,3700.04,Ho I,MCS75
500 P,3700.26,Tm II,MCS75
4,3700.58,Yb I,MT78
50,3700.719,Er II,M64b
800 P,3700.91,Rh I,MCS75
40,3701.15,Hf II,MCS75
4,3701.2244,Ne I,SS04
400 P,3701.36,Tm II,MCS75
200,3701.5161,U II,SPMR72
30 c,3702.35,Ho II,MCS75
400,3702.63,Pm II,RCWM80
300,3702.74,Pa I,BW92b
