Intensity,Wavelength (Å),Spectrum,Reference
40,2566.9126,Fe II,NLTH91
90 w,2567.121,Ne II,P71
100,2567.82,Te II,HM64
25,2567.984,Al I,KM91b
90 P,2568.64,Re II,MCS75
300 P,2568.871,Zr II,J98
30,2571.444,W II,EKM00
400 P,2571.457,Zr II,J98
400,2571.594,Sn I,B64
100,2571.67,Hf II,MCS75
8,2571.74,Cr I,K53
60,2571.81,Re II,MCS75
11,2572.345,Mo I,WB88
20,2572.755,Mn I,CMG64
500 P,2572.93,Cd II,SP49
150,2573.54,Ta I,MCS75
150,2573.79,Ta I,MCS75
40,2573.9,Hf II,MCS75
20,2574.018,V I,DA78
90,2574.3662,Fe II,NLTH91
50,2574.96,Te II,HM64
50 P,2575.094,Al I,KM91b
20,2575.509,Mn I,CMG64
1000 P,2576.103,Mn II,KG00
30,2576.6902,Fe I,NJLT94
40,2576.82,Hf II,MCS75
4,2577.14,Eu II,MCS75
40,2577.26,Ir I,MCS75
250,2577.37,Ta II,MCS75
130,2577.78,Ta I,MCS75
40,2577.9219,Fe II,NLTH91
40,2578.14,Hf II,MCS75
20,2578.32,Os II,MCS75
90,2578.79,Lu II,MCS75
80,2579.31,Pr I,MCS75
15,2580.03,Os II,MCS75
40 P,2580.14,Tl I,MCS75
800,2580.326,Co II,PRUJ98
100,2580.49,W I,MCS75
140,2580.8102,Pt II,SRSA92
25,2581.96,Os I,MCS75
300,2582.24,Co II,PRUJ98
40,2582.54,Hf II,MCS75
60,2582.5832,Fe II,NLTH91
100,2582.79,I II,MC60
120,2583.987,Nb II,RCL00
20,2584.302,Mn I,CMG64
150,2584.5359,Fe I,NJLT94
300 P,2585.8758,Fe II,NLTH91
300,2586.31,Na II,W71
7,2586.79,Re I,MCS75
500,2587.22,Co II,PRUJ98
500,2587.524,Co II,PRUJ98
200,2588.904,Co II,PRUJ98
25,2589.16,W II,EKM00
30,2590.76,Os I,MCS75
120,2590.943,Nb II,RCL00
50,2591.12,Te II,HM64
60,2591.5428,Fe II,NLTH91
20,2591.84,Cr I,K53
40,2592.06,Ir I,MCS75
15,2592.2,Nb I,MCS75
200 P,2592.534,Ge I,AM59
50,2592.85,Te II,HM64
9,2592.944,Mn I,CMG64
150,2593.08,Ta I,MCS75
25,2593.64,Ti I,F91
20,2593.71,Mo II,SPNL01
500 P,2593.72,Mn II,KG00
140,2594.421,Sn I,B64
300,2594.96,Na II,W71
200,2595.26,Ta I,MCS75
9,2595.763,Mn I,CMG64
20,2596.0,Os II,MCS75
15,2596.489,Tm I,SMC73
"600 P,r",2598.048,Sb I,SM02
200 r,2598.084,Sb I,SM02
400 P,2598.3692,Fe II,NLTH91
8,2598.905,Mn II,IV64
40,2599.04,Ir I,MCS75
300,2599.16,Pa II,BW92b
700 P,2599.3956,Fe II,NLTH91
30,2599.5669,Fe I,NJLT94
30,2599.904,Ti I,F91
11,2601.76,In I,P38
20,2602.8,Mo II,SPNL01
9,2603.1374,Pt I,SRSA92
250,2603.49,Ta II,MCS75
15,2605.081,Li II,HM59
40,2605.133,Ti I,F91
400 P,2605.68,Mn II,KG00
50,2605.72,Te II,HM64
50,2606.37,Hf II,MCS75
80,2606.39,W I,MCS75
200,2606.5162,Fe II,NLTH91
80,2606.8264,Fe I,NJLT94
50,2607.03,Hf II,MCS75
90,2607.06,Tm II,MCS75
300 P,2607.0871,Fe II,NLTH91
40,2608.25,Ir I,MCS75
110 P,2608.5,Re II,MCS75
10,2608.5576,Zn I,GL00
500 P,2608.63,Ta I,MCS75
30,2609.062,Ru I,K59
"1000 P,c",2609.99,Tc II,BMC67
15,2610.2,Mn II,IV64
70,2611.285,Ti I,F91
110,2611.3,Ir I,MCS75
120 d,2611.34,Ta I,MCS75
11 d,2611.54,Re I,MCS75
500,2611.81,Na II,W71
400 P,2611.8736,Fe II,NLTH91
80,2612.06,Ru I,K59
120 r,2612.304,Sb I,SM02
60,2613.06,Os I,MCS75
110,2613.08,W I,MCS75
10,2613.084,Mo I,WB88
100,2613.4,Lu II,MCS75
15 r,2613.655,Pb I,WA68
60,2613.82,W I,MCS75
200,2613.8243,Fe II,NLTH91
"200 P,r",2614.175,Pb I,WA68
150,2614.23,Tc I,BMC67
1000 P,2615.42,Lu II,MCS75
130,2615.46,Ta I,MCS75
120,2615.66,Ta I,MCS75
100,2615.87,Tc I,BMC67
400,2616.393,Au II,RW97
14,2616.786,Mo I,WB88
6,2617.01,Yb II,M67
1000,2617.169,Cm II,WHGC76
200,2617.6174,Fe II,NLTH91
40,2618.145,Mn II,IV64
250,2618.37,Cu I,S48
100,2619.26,Lu II,MCS75
40,2619.933,Ti I,F91
30,2619.94,Os I,MCS75
50,2620.25,W I,MCS75
60,2620.41,Fe II,D38
20,2621.82,Os I,MCS75
50,2622.21,W I,MCS75
50,2622.74,Hf II,MCS75
80,2623.107,Ne II,P71
40,2623.5339,Fe I,NJLT94
25,2623.688,Dy I,NG00
80,2624.33,Tm II,MCS75
50,2624.86,Te II,HM64
50,2625.22,W I,MCS75
15,2625.606,Mn II,IV64
120,2625.6671,Fe II,NLTH91
25,2625.88,Rh I,MCS75
80,2627.904,Bi I,WBBF01
200 P,2628.0269,Pt I,SRSA92
90,2628.2931,Fe II,NLTH91
15,2629.85,Mo I,WB88
80,2629.885,Ne II,P71
150,2631.0471,Fe II,NLTH91
200,2631.282,Si I,RA65
150,2631.3232,Fe II,NLTH91
15,2632.354,Mn II,IV64
50,2632.48,W I,MCS75
50,2632.7,W I,MCS75
90,2633.13,W I,MCS75
40,2634.17,Ir I,MCS75
20,2634.803,Dy II,NG00
200,2634.91,Tc II,BMC67
120,2635.529,U II,BW92b
500 P,2635.58,Ta II,MCS75
30,2635.8088,Fe I,NJLT94
50,2635.83,Re II,MCS75
90 w,2636.069,Ne II,P71
1000 P,2636.281,Cm II,WHGC76
10,2636.64,Re I,MCS75
200,2636.67,Ta I,MCS75
25,2636.67,Mo II,SPNL01
300,2636.9,Ta I,MCS75
130 P,2637.13,Os I,MCS75
11,2638.173,Mn II,IV64
80,2638.289,Ne II,P71
50 d,2638.62,W I,MCS75
130,2638.71,Hf II,MCS75
50,2638.761,Mo II,SPNL01
15,2638.77,Eu II,MCS75
15,2639.3454,Pt I,SRSA92
15,2639.3454,Pt I,SRSA92
200 P,2639.71,Ir I,MCS75
7,2639.849,Mn II,IV64
14,2640.984,Mo I,WB88
80,2641.087,Ti I,F91
6,2641.27,Eu II,MCS75
130 P,2641.41,Hf II,MCS75
25,2641.48,Au I,ED71
40,2642.946,Ru I,K59
80,2644.097,Ne II,P71
70,2644.11,Os I,MCS75
100,2644.253,Ti I,F91
6,2644.306,Yb II,M67
40,2644.348,Mo II,SPNL01
80,2646.18,W I,MCS75
200,2646.22,Ta I,MCS75
100,2646.254,Nb II,RCL00
250,2646.37,Ta I,MCS75
30,2646.486,Mo II,SPNL01
120,2646.625,Ti I,F91
50,2646.73,W I,MCS75
90,2646.8804,Pt I,SRSA92
"1000 P,c",2647.01,Tc II,BMC67
80,2647.29,Hf II,MCS75
900 P,2647.47,Ta I,MCS75
20,2647.5,Nb I,MCS75
20,2649.458,Mo I,WB88
500,2649.66,Te II,HM64
100 P,2650.454,Be I,KM97
60 P,2650.55,Be I,KM97
200* P,2650.613,Be I,KM97
200* P,2650.619,Be I,KM97
60 P,2650.694,Be I,KM97
100 P,2650.76,Be I,KM97
300 P,2650.8524,Pt I,SRSA92
1000,2651.171,Cm II,WHGC76
500 P,2651.172,Ge I,AM59
110,2651.22,Ta II,MCS75
200 P,2651.568,Ge I,AM59
12,2651.9,Re I,MCS75
25,2652.039,Hg I,BAL50
100,2652.35,Tc II,BMC67
40,2652.66,Rh I,MCS75
1000 P,2653.27,Ta I,MCS75
40,2653.347,Mo II,SPNL01
13,2653.57,Cr II,K51
40,2653.679,Hg I,BAL50
60 P,2653.75,Yb II,M67
1000,2653.804,Cm II,WHGC76
7,2654.12,Re I,MCS75
20,2654.45,Nb I,MCS75
20,2655.021,Mo I,WB88
200,2656.54,W I,MCS75
700 P,2656.61,Ta I,MCS75
20,2657.293,Li II,HM59
30,2657.303,Li II,HM59
50,2657.38,W I,MCS75
150,2657.8,Lu II,MCS75
25 d,2658.032,W II,EKM00
10,2658.111,Mo I,WB88
13,2658.59,Cr II,K51
70,2658.6,Os I,MCS75
100,2658.7201,Pd II,LLJ94
500 P,2659.4503,Pt I,SRSA92
40,2659.617,Ru I,K59
20,2659.83,Os I,MCS75
50,2660.576,Mo II,SPNL01
500,2661.0,Na II,W71
140 P,2661.244,Sn I,B64
600 P,2661.34,Ta I,MCS75
400 P,2661.61,Ru II,MCS75
110,2661.98,Ir I,MCS75
90,2662.84,W I,MCS75
90,2663.154,Pb I,WA68
300 h,2663.33,Po,CHPT55
15,2663.42,Cr II,K51
40,2664.6638,Fe II,NLTH91
150 P,2664.79,Ir I,MCS75
11,2665.038,Yb II,M67
25,2666.02,Cr II,K51
200,2666.74,Co II,PRUJ98
30,2666.8125,Fe I,NJLT94
11,2668.34,Eu II,MCS75
250,2668.62,Ta I,MCS75
15,2668.71,Cr II,K51
30,2669.91,Ir I,MCS75
40,2670.26,Er II,M64b
120 r,2670.63,Sb I,SM02
90,2671.47,W I,MCS75
20,2671.8,Cr II,K51
600,2671.83,Na II,W71
30,2671.84,Ir I,MCS75
20 P,2671.958,Yb I,MT78
9,2672.581,Mn II,IV64
20,2672.656,Yb II,M67
15,2672.83,Cr II,K51
50,2672.843,Mo II,SPNL01
20,2673.27,Mo II,MCS75
15,2674.34,Re I,MCS75
20,2674.46,Li II,HM59
20,2674.57,Os I,MCS75
9,2674.57,Pt I,SRSA92
300,2675.9,Ta II,MCS75
300 P,2675.954,Au I,ED71
4,2677.13,Te I,MCS75
50,2677.1477,Pt I,SRSA92
90 P,2677.19,Cr II,K51
80,2677.28,W I,MCS75
500,2678.09,Na II,W71
4,2678.29,Eu II,MCS75
300 P,2678.632,Zr II,J98
900 P,2678.76,Ru II,MCS75
15,2678.79,Cr II,K51
50,2678.88,W I,MCS75
60,2679.0242,Fe I,NJLT94
30,2679.854,Mo I,WB88
2,2680.34,Na I,R56
1,2680.43,Na I,R56
250 P,2681.42,W I,MCS75
50,2683.234,Mo II,SPNL01
11,2684.1,Rb II,R75
70,2684.14,Mo II,SPNL01
250,2684.28,Ta I,MCS75
90,2684.288,Th II,GSZ70
300,2684.7536,Fe II,NLTH91
80 h,2685.08,Lu I,MCS75
600 P,2685.17,Ta II,MCS75
4,2685.66,Eu II,MCS75
12,2687.09,Cr II,K51
300 P,2687.954,V II,ICL88
40,2687.992,Mo II,SPNL01
9,2688.247,Mn II,IV64
40,2689.2122,Fe I,NJLT94
500,2689.3,Cu II,R69
70,2689.82,Os I,MCS75
15,2691.03,Cr II,K51
130,2691.31,Ta I,MCS75
200 P,2691.341,Ge I,AM59
9,2692.03,Eu II,MCS75
400,2692.06,Ru II,MCS75
100,2692.4,Ta I,MCS75
110,2692.415,Th II,Z79
40,2692.6019,Fe II,NLTH91
200 P,2694.23,Ir I,MCS75
200,2694.52,Ta II,MCS75
80,2695.67,W I,MCS75
90,2696.81,Ta I,MCS75
300 P,2697.06,Nb II,RCL00
13,2697.71,W II,EKM00
400 P,2698.3,Ta I,MCS75
9,2698.4,Cr II,K51
20,2698.4248,Pt I,SRSA92
9,2698.68,Cr II,K51
100 c,2698.86,Nb II,RCL00
300,2699.22,Pa II,BW92b
20,2699.59,Os I,MCS75
80,2699.59,W I,MCS75
50,2700.01,W I,MCS75
130,2700.129,Zr II,J98
300,2700.491,Ga II,IL85
200 P,2700.937,V II,ICL88
500,2700.962,Cu II,R69
7,2701.024,Mn II,IV64
12,2701.14,Eu II,MCS75
40,2701.416,Mo II,SPNL01
13,2701.698,Mn II,IV64
250 P,2701.71,Lu II,MCS75
13,2701.9,Eu II,MCS75
100,2702.194,Nb II,RCL00
200 P,2702.3995,Pt I,SRSA92
400,2703.184,Cu II,R69
40,2703.73,Rh I,MCS75
8,2703.98,Mn II,IV64
40,2703.9891,Fe II,NLTH91
4,2705.28,Eu II,MCS75
300,2705.61,Hf I,MCS75
11,2705.732,Mn II,IV64
150 P,2705.8951,Pt I,SRSA92
140,2706.174,V II,ICL88
500 P,2706.505,Sn I,B64
50,2706.58,W I,MCS75
40,2706.582,Fe I,NJLT94
200,2706.606,Co II,PRUJ98
200,2706.69,Ta I,MCS75
20,2706.7,Os I,MCS75
15,2706.738,Sc I,AV77
200,2707.343,Co II,PRUJ98
7,2707.544,Mn II,IV64
70,2707.9,Tc II,BMC67
9,2708.452,Mn II,IV64
50,2708.59,W I,MCS75
"1000 P,s",2708.66,Es II,WLGC74
100,2708.78,Tc I,BMC67
50 d,2708.8,W I,MCS75
100,2708.96,Ra II,R34a
20,2709.23,Tl I,MCS75
300 P,2709.624,Ge I,AM59
15,2709.981,Eu I,ST76
500,2710.13,Ta I,MCS75
90 P,2710.265,In I,P38
7,2710.336,Mn II,IV64
25,2711.341,Sc I,AV77
9,2711.568,Mn II,IV64
11,2711.76,Rb II,R75
200,2711.8732,Ag II,KLLT02
25 h,2712.4,Kr II,DHM33
250 P,2712.41,Ru II,MCS75
500,2713.508,Cu II,R69
15,2713.94,In I,P38
50,2714.4129,Fe II,NLTH91
100 P,2714.64,Os I,MCS75
1000 P,2714.67,Ta I,MCS75
400 P,2715.27,Rh II,S58
20,2715.36,Os I,MCS75
25,2715.47,Re I,MCS75
50,2715.5,W I,MCS75
150,2715.664,V II,ICL88
140 P,2716.622,Nb II,RCL00
12,2716.98,Eu II,MCS75
90,2717.18,Ta I,MCS75
20,2717.35,Mo II,MCS75
9,2718.349,Yb II,M67
20,2718.54,Rh I,MCS75
110,2718.59,Hf I,MCS75
400,2718.778,Cu II,R69
250,2718.91,W I,MCS75
400 P,2719.0273,Fe I,NJLT94
130,2719.0333,Pt I,SRSA92
60,2719.51,Ru I,K59
300 P,2719.5239,Pt II,SRSA92
40,2720.04,Os I,MCS75
200,2720.76,Ta I,MCS75
150,2720.9023,Fe I,NJLT94
60,2721.19,Tm II,MCS75
140 P,2721.645,Ca I,R68
5,2721.77,Ag I,S40
30,2721.86,Os I,MCS75
140 P,2721.981,Nb II,RCL00
250 P,2722.609,Zr II,J98
9,2722.74,Cr II,K51
1,2723.19,He I,M60a
40,2723.5774,Fe I,NJLT94
300 P,2724.35,W I,MCS75
100 s,2724.57,Es II,WLGC74
50,2725.03,W I,MCS75
1000,2725.682,Cm II,WHGC76
20,2726.496,Cr I,K53
100,2726.69,Tc I,BMC67
200,2727.44,Ta II,MCS75
50,2727.5392,Fe II,NLTH91
70 P,2727.78,Eu II,MCS75
150,2727.78,Ta I,MCS75
20,2728.288,Li II,HM59
7,2728.315,Li II,HM59
50,2728.9,Fe II,C74
15,2728.94,Rh I,MCS75
60 h,2728.95,Lu I,MCS75
6,2729.44,Eu II,MCS75
400,2729.78,Ge II,S63a
13,2729.9123,Pt I,SRSA92
50*,2730.473,Li II,HM59
50*,2730.551,Li II,HM59
20,2730.61,Os I,MCS75
30,2731.56,Re II,MCS75
14,2731.895,Cr I,K53
90,2732.721,Zr II,J98
6,2732.742,Yb II,M67
20,2732.8,Os I,MCS75
25,2732.88,Mo II,SPNL01
100 P,2733.04,Re II,MCS75
250,2733.289,O II,MKM93
12 c,2733.3,He II,GM65
100,2733.5806,Fe I,NJLT94
300 P,2733.9567,Pt I,SRSA92
400 P,2734.35,Ru II,MCS75
250 P,2734.851,Zr II,J98
50,2735.4753,Fe I,NJLT94
150,2735.727,Ru I,K59
8,2736.463,Cr I,K53
2,2736.542,Mg I,KM91a
1000,2736.892,Cm II,WHGC76
50,2737.3091,Fe I,NJLT94
80,2738.76,Hf II,MCS75
1000,2739.31,Cf II,RCWM80
400 P,2739.5474,Fe II,NLTH91
80,2742.4053,Fe I,NJLT94
200,2742.553,Zr II,J98
120,2743.1969,Fe II,NLTH91
300 P,2743.2944,Pt II,SRSA92
13,2743.63,Cr II,K51
120,2745.854,Zr II,J98
20,2746.3,Mo II,MCS75
200,2746.4838,Fe II,NLTH91
200,2746.68,Ta I,MCS75
120,2747.156,Th II,Z79
1000 s,2748.019,Bk II,WC78
1000,2748.039,Cm II,WHGC76
100 P,2748.253,Au I,ED71
1000 P,2748.549,Cd II,SP49
13,2748.664,Yb II,M67
500,2748.78,Ta I,MCS75
80,2748.84,W I,MCS75
15,2748.98,Cr II,K51
400 P,2749.3216,Fe II,NLTH91
60,2749.486,Fe II,NLTH91
300,2749.83,Ta I,MCS75
