Intensity,Wavelength (Å),Spectrum,Reference
130,3057.939,U II,BW92b
300 P,3058.66,Os I,MCS75
11,3058.975,Eu I,ST76
100,3059.0857,Fe I,NJLT94
100,3059.106,Ne II,P71
400,3060.25,Na II,W71
120,3060.456,V I,DA78
400,3061.35,Na II,W71
20,3062.19,Os I,MCS75
100,3062.491,Ne II,P71
130,3062.537,U II,BW92b
200,3063.008,Ce II,C73
100,3063.301,Ne II,P71
250,3063.41,Cu I,S48
30,3064.274,Mo I,WB88
60,3064.618,Ni I,LBT93
"1000 P,c",3064.711,Pt I,SRSA92
40,3064.834,Ru I,K59
6,3065.04,Yb II,M67
20,3065.04,Mo II,MCS75
100 l,3065.4,Es,WLGC74
25,3065.424,Au I,ED71
110 d,3066.229,Ti II,HJLW82
200,3066.374,V I,DA78
250,3067.021,Ge I,AM59
30,3067.4,Re I,MCS75
400,3067.41,Hf I,MCS75
"1000 P,c",3067.7,Bi I,WBBF01
110,3067.7294,Th II,PE83
110,3068.64,Gd II,MCS75
90,3068.89,Ir I,MCS75
200,3069.24,Ta I,MCS75
130,3069.36,Ac II,MFT57
6,3069.94,Re I,MCS75
100,3070.887,Ne II,P71
300 l,3071.24,Pa II,BW92b
100,3071.529,Ne II,P71
30 P,3071.584,Ba I,KL99
20,3071.9336,Pt I,SRSA92
90,3072.115,Th II,PE83
50,3072.117,Ti II,HJLW82
300,3072.41,Pm II,RCWM80
50,3072.53,Er II,M64b
120,3072.783,U II,BW92b
1000 P,3072.88,Hf I,MCS75
90,3072.986,Ti II,HJLW82
70,3073.08,Tm II,MCS75
60,3073.344,Er II,M64b
30,3074.369,Mo I,WB88
110,3074.79,Hf I,MCS75
130,3075.231,Ti II,HJLW82
100,3075.731,Ne II,P71
60 P,3075.8971,Zn I,GL00
120,3076.865,Nb II,RCL00
70,3076.92,Gd II,MCS75
140,3077.24,Ta I,MCS75
4,3077.36,Eu II,MCS75
400 P,3077.6,Lu II,MCS75
40,3077.72,Os I,MCS75
200 P,3078.651,Ti II,HJLW82
250,3078.75,I II,MC60
150,3078.828,Th II,PE83
120,3078.905,Tb II,B01
110,3080.217,Th II,PE83
50,3080.752,Ni I,LBT93
200,3080.84,Hf I,MCS75
40,3081.121,Tm I,SMC73
"700 P,h",3081.47,Lu I,MCS75
250,3081.99,Gd II,MCS75
70,3082.083,Er II,M64b
500 P,3082.153,Al I,KM91b
30 c,3082.34,Ho II,MCS75
10,3082.43,Re I,MCS75
20,3083.96,Rh I,MCS75
60,3084.02,Er II,M64b
60,3084.36,Ho II,MCS75
30,3085.616,Mo I,WB88
25 c,3086.54,Ho II,MCS75
20,3087.62,Mo II,MCS75
300 P,3088.042,Ti II,HJLW82
120,3088.166,Ne II,P71
6,3089.102,Yb II,M67
3,3091.065,Mg I,KM91a
700 P,3091.57,Tl II,JKBL96
100,3092.092,Ne II,P71
800 P,3092.71,Al I,KM91b
600 P,3092.73,Na II,W71
200 P,3092.839,Al I,KM91b
120,3092.901,Ne II,P71
4,3092.984,Mg I,KM91a
120,3093.005,U II,BW92b
1000 P,3093.102,V II,ICL88
300 l,3093.23,Pa II,BW92b
15,3093.402,Ar II,N73
100,3094.006,Ne II,P71
500 P,3094.176,Nb II,RCL00
400,3094.45,Na II,W71
20,3094.663,Mo I,WB88
100,3095.103,Ne II,P71
400,3095.55,Na II,W71
30,3096.565,Ru I,K59
110,3096.8104,Pt II,SRSA92
2,3096.89,Mg I,KM91a
100,3097.131,Ne II,P71
80,3098.6,Tm II,MCS75
100,3099.1,Tc I,BMC67
80,3099.284,Ru I,K59
25,3100.0252,Pt I,SRSA92
30,3100.29,Ir I,MCS75
30,3100.45,Ir I,MCS75
400,3100.5,Gd II,MCS75
13,3100.67,Re I,MCS75
70,3100.836,Ru I,K59
20,3101.344,Mo I,WB88
40,3101.4,Hf II,MCS75
300 P,3101.557,Ni I,LBT93
150,3101.79,K I,R56
150,3101.878,Ni I,LBT93
120,3102.04,K I,R56
800 P,3102.292,V II,ICL88
120,3102.422,U II,BW92b
70,3102.55,Gd II,MCS75
200,3103.25,Ta I,MCS75
200,3105.0,K II,D26
30,3106.162,Eu I,ST76
120,3106.576,Zr II,J98
9,3107.902,Yb II,M67
120,3108.2968,Th II,PE83
200,3108.6,Cu I,S48
13,3108.81,Re I,MCS75
80,3109.12,Hf II,MCS75
20,3109.38,Os I,MCS75
1000 P,3109.69,Cm I,WHGC76
700 P,3110.709,V II,ICL88
90 P,3111.427,Eu I,ST76
200,3111.618,U II,BW92b
50,3112.119,Mo I,WB88
130,3112.83,Ac II,MFT57
100,3114.038,Pd I,ELLW98
150,3116.263,Th I,PE83
1000 P,3116.411,Cm I,WHGC76
11,3117.806,Yb II,M67
100,3117.98,Ne II,P71
120,3118.16,Ne II,P71
500 P,3118.376,V II,ICL88
400 P,3118.43,Lu I,MCS75
50,3118.5,Ho II,MCS75
13,3118.64,Cr II,K51
120,3119.5262,Th II,PE83
90,3119.723,Ti I,F91
25,3120.36,Cr II,K51
400 s,3120.486,Am II,FT57
100,3120.746,Zr I,J98
100,3121.87,Xe II,H39
20,3122.0,Mo II,MCS75
70,3122.64,Tc I,BMC67
70,3122.722,Er II,M64b
150 P,3122.784,Au I,ED71
120,3122.9634,Th II,PE83
25,3123.073,Ti I,F91
25,3123.7,Rh I,MCS75
90,3124.3874,Th II,PE83
900,3124.42,Na II,W71
25,3124.94,Cr II,K51
140,3124.952,U II,BW92b
150,3124.97,Ta I,MCS75
400 P,3125.282,V II,ICL88
110,3125.5071,Th II,PE83
90,3125.668,Hg I,BAL50
300 l,3126.23,Pa II,BW92b
8,3128.94,Re I,MCS75
90,3129.173,Zr II,J98
90,3129.76,Zr II,J98
140,3130.272,V II,ICL88
1000 P,3130.4219,Be II,BWWI85
150,3130.58,Ta I,MCS75
500 P,3130.782,Nb II,RCL00
600 P,3131.0667,Be II,BWWI85
150,3131.23,Tc I,BMC67
800 P,3131.26,Tm II,MCS75
80,3131.548,Hg I,BAL50
300,3131.81,Hf I,MCS75
80,3131.839,Hg I,BAL50
30,3132.05,Cr II,K51
100,3132.06,Zr I,J98
500 P,3132.594,Mo I,WB88
100,3132.64,Ta I,MCS75
100,3133.167,Cd I,BA56
200,3133.32,Ir I,MCS75
110,3133.339,V II,ICL88
250,3133.89,Tm II,MCS75
400 P,3134.104,Ni I,LBT93
400 P,3134.72,O II,MKM93
100 P,3134.72,Hf II,MCS75
1000,3135.099,Cm I,WHGC76
300,3135.25,Es I,WLGC74
40,3135.384,Dy II,NG00
1000,3135.48,Na II,W71
150,3136.2161,Th I,PE83
1000,3137.16,Cm I,WHGC76
900,3137.86,Na II,W71
250,3138.335,O II,MKM93
120,3138.678,Zr II,J98
100,3139.3066,Th II,PE83
90,3139.387,Pt I,SRSA92
13,3140.936,Yb II,M67
300,3141.332,Ne II,P71
100,3142.8356,Th II,PE83
100,3143.721,Ne II,P71
110,3145.0,Gd II,MCS75
120,3145.403,Nb II,RCL00
500,3145.71,Na II,W71
70,3146.0434,Th II,PE83
300 l,3146.28,Pa II,BW92b
1000,3147.325,Cm I,WHGC76
100,3148.681,Ne II,P71
60 c,3148.9,Rb II,R75
140,3149.24,U II,BW92b
1000,3149.28,Na II,W71
200,3151.04,Tm II,MCS75
8,3151.64,Re I,MCS75
15,3152.82,Mo II,MCS75
300 s,3153.09,Ac II,MFT57
100 l,3154.27,Es II,WLGC74
70,3154.3009,Th II,PE83
300 s,3154.41,Ac II,MFT57
20*,3155.308,Li II,HM59
20*,3155.33,Li II,HM59
110,3156.25,Os I,MCS75
50,3156.521,Dy II,NG00
110,3156.53,Gd II,MCS75
40,3156.5625,Pt I,SRSA92
200,3156.63,Hf I,MCS75
150,3157.34,Tm II,MCS75
200 P,3158.167,Mo I,WB88
1000,3158.599,Cm I,WHGC76
700 P,3158.869,Ca II,ER56
700,3159.201,Pu II,BFG84
120,3159.82,Hf I,MCS75
13,3161.0,Rb II,R75
40,3161.231,Ti II,HJLW82
110,3161.37,Gd II,MCS75
60,3161.798,Ti II,HJLW82
40 s,3161.826,Am II,FT57
80,3162.586,Ti II,HJLW82
80,3162.61,Hf II,MCS75
30,3162.833,Dy II,NG00
400 P,3163.401,Nb II,RCL00
1000,3163.74,Na II,W71
90,3164.313,Zr II,J98
100,3164.429,Ne II,P71
150 s,3164.81,Ac II,MFT57
100,3165.648,Ne II,P71
150,3165.977,Zr II,J98
40 c,3166.62,Ho II,MCS75
90,3167.2244,Pt II,SRSA92
13,3168.37,Re I,MCS75
200,3168.39,Hf I,MCS75
130,3168.55,Ti II,HJLW82
7,3169.056,Yb II,M67
1000,3169.983,Cm II,WHGC76
50,3169.992,Dy II,NG00
120,3170.29,Ta I,MCS75
300 P,3170.344,Mo I,WB88
300 l,3170.89,Pa II,BW92b
300,3171.36,Lu I,MCS75
300 l,3171.54,Pa II,BW92b
"25 d,l",3171.72,Ho II,MCS75
40,3172.654,Tm I,SMC73
250,3172.83,Tm II,MCS75
400,3172.94,Hf I,MCS75
300,3173.045,Y II,NJK91
300 P,3173.3,Tc I,BMC67
100,3173.59,Ta I,MCS75
50,3173.78,Ho II,MCS75
25,3173.93,Os II,MCS75
700,3174.488,Pu II,BFG84
25,3174.84,Ho II,MCS75
400 P,3175.035,Sn I,B64
4,3175.147,Te I,MV75
700,3175.152,Pu II,BFG84
100,3175.7257,Th II,PE83
50,3176.86,Hf II,MCS75
1000,3177.554,Cm I,WHGC76
1000 l,3178.466,Bk II,WC78
600,3179.06,Na II,W71
1000,3179.098,Cm I,WHGC76
800 P,3179.332,Ca II,ER56
250 P,3180.1937,Th II,PE83
120,3180.285,Nb II,RCL00
13,3180.7,Cr II,K51
7,3180.919,Yb II,M67
250,3180.95,Ta I,MCS75
700,3181.275,Ca II,ER56
50 c,3181.5,Ho II,MCS75
80,3181.919,Er II,M64b
200 P,3182.37,Tc I,BMC67
150,3182.86,Zr II,J98
11,3182.87,Re I,MCS75
13,3183.033,Mo I,WB88
200 P,3183.11,Tc I,BMC67
250 P,3183.412,V I,D76
25,3183.84,Ho II,MCS75
400 P,3183.992,V I,D76
90,3184.55,Ta I,MCS75
20,3184.76,Re I,MCS75
70,3184.9492,Th II,PE83
13,3185.104,Mo I,WB88
300 P,3185.385,V I,DA78
500,3185.51,Tl II,ES36
20,3185.57,Re I,MCS75
1000,3186.412,Cm I,WHGC76
300,3186.451,Ti I,F91
500,3186.56,Tl II,ES36
110,3187.717,V II,ICL88
20,3187.74,He I,M60a
500,3187.74,Tl II,ES36
1000,3188.109,Cm I,WHGC76
200,3188.2329,Th II,PE83
140,3188.522,V II,ICL88
100,3188.743,Ne II,P71
15,3188.97,Si II,S61b
900,3189.79,Na II,W71
200 P,3190.686,V II,ICL88
80,3190.914,Ti II,HJLW82
50,3191.19,Rh I,MCS75
150,3191.215,Zr I,J98
400,3191.993,Ti I,F91
90,3192.5856,Th I,PE83
20,3192.885,Yb II,M67
15,3193.09,Si II,S61b
50,3193.2258,Fe I,NJLT94
80,3193.2998,Fe I,NJLT94
40,3193.53,Hf II,MCS75
250 P,3193.979,Mo I,WB88
150,3194.1,Cu I,S48
80,3194.19,Hf II,MCS75
120,3194.579,Ne II,P71
9,3194.72,Au I,ED71
200,3194.821,Ce II,C73
300 P,3194.975,Nb II,RCL00
"500 P,c",3195.2,Tc II,BMC67
200,3195.613,Y II,NJK91
90,3195.6891,Th I,PE83
10,3195.96,Mo I,WB88
100,3196.31,Zn II,CD68
20,3196.33,Li II,HM59
10,3196.356,Li II,HM59
12,3197.08,Cr II,K51
20,3197.13,Rh I,MCS75
25 c,3197.83,Ho II,MCS75
40,3198.012,V I,DA78
700 P,3198.467,Pu II,BFG84
500 P,3198.586,Ne II,P71
70*,3199.332,Li II,HM59
70*,3199.434,Li II,HM59
120,3199.5087,Pt II,SRSA92
7,3199.514,Si II,S61b
500,3199.915,Ti I,F91
150,3200.269,Y II,NJK91
40,3200.7097,Pt I,SRSA92
13,3201.16,Yb II,M67
300,3201.712,Ce II,C73
25,3201.76,Ho II,MCS75
60,3202.389,V I,DA78
60,3202.559,Ti II,HJLW82
15 c,3203.1,He II,GM65
150,3203.32,Y II,NJK91
30,3203.825,Ti I,F91
20 h,3203.872,Si II,S61b
80,3204.0364,Pt I,SRSA92
20 c,3204.25,Re I,MCS75
11,3205.217,Mo I,WB88
40,3205.577,V I,DA78
30,3205.887,Mo I,WB88
140,3206.11,Hf I,MCS75
1000,3207.121,Cm II,WHGC76
60,3207.25,W I,MCS75
40,3207.408,V I,DA78
1000,3207.708,Cm I,WHGC76
12,3208.169,Hg II,SR01
100 P,3208.838,Mo I,WB88
60,3208.965,Ne II,P71
9,3209.19,Cr II,K51
120,3209.356,Ne II,P71
1000,3209.892,Cm II,WHGC76
1000,3209.943,Cm I,WHGC76
30 h,3210.02,Si II,RA65
1000,3210.05,Cm II,WHGC76
40,3210.566,Eu I,ST76
150,3212.016,Zr I,J98
700 P,3212.02,Tc II,BMC67
40,3212.12,Ir I,MCS75
900,3212.19,Na II,W71
30,3212.432,V I,DA78
90 P,3212.804,Eu I,ST76
20,3213.31,Os II,MCS75
120,3213.735,Ne II,P71
40,3213.745,Eu I,ST76
130,3214.189,Zr II,J98
30,3214.237,Ti I,F91
150,3214.329,Ne II,P71
90,3214.3801,Th I,PE83
20,3215.072,Mo I,WB88
120 P,3215.56,W I,MCS75
120,3215.593,Nb II,RCL00
40,3216.627,Dy II,NG00
300,3216.68,Y II,NJK91
90,3217.073,Ti II,HJLW82
300,3217.16,K I,R56
250,3217.62,K I,R56
150,3218.193,Ne II,P71
200,3218.925,Tb II,B01
200,3218.944,Ce II,C73
200,3219.982,Tb II,B01
2,3220.528,Pb I,WA68
80,3220.729,Er II,M64b
1000,3220.759,Cm II,WHGC76
300 P,3220.78,Ir I,MCS75
700 P,3220.942,Pu II,BFG84
250,3221.171,Ce II,C73
130,3221.2912,Th II,PE83
12,3221.734,Mo I,WB88
30,3222.0591,Fe I,NJLT94
110,3222.839,Ti II,HJLW82
60,3223.306,Er II,M64b
80*,3223.74,Gd II,MCS75
1000 P,3224.226,Cm I,WHGC76
120,3224.818,Ne II,P71
700 P,3224.873,Pu II,BFG84
1000 P,3225.108,Cm I,WHGC76
250 P,3225.467,Nb II,RCL00
60,3225.7871,Fe I,NJLT94
1000,3226.412,Cm II,WHGC76
200,3227.114,Ce II,C73
1,3227.98,Rb I,RE80
40,3228.092,Mn I,CMG64
30,3228.212,Mo I,WB88
40,3228.618,Ti II,HJLW82
130,3229.0096,Th II,PE83
60,3229.194,Ti II,HJLW82
40,3229.43,Ti II,HJLW82
150,3229.499,U II,BW92b
120,3229.573,Ne II,P71
60 P,3229.75,Tl I,MCS75
20,3229.795,Mo I,WB88
200,3230.07,Ne II,P71
1000,3230.278,Cm I,WHGC76
12,3230.2837,Pt I,SRSA92
1000,3230.349,Cm II,WHGC76
120,3230.419,Ne II,P71
200 P,3230.582,Er II,M64b
130 s,3230.59,Ac II,MFT57
25,3230.632,Au I,ED71
11,3230.716,Mn I,CMG64
110,3231.692,Zr II,J98
120,3232.022,Ne II,P71
70,3232.06,Os I,MCS75
140,3232.156,U II,BW92b
500 d,3232.224,Pu I,BFG84
150,3232.372,Ne II,P71
"250 P,r",3232.495,Sb I,SM02
2*,3232.633,Li I,REB95
2*,3232.643,Li I,REB95
130,3232.933,Ni I,LBT93
40,3233.142,Mo I,WB88
7,3233.4167,Pt I,SRSA92
200,3234.123,Zr I,J98
200,3234.161,Ce II,C73
600 P,3234.513,Ti II,HJLW82
110,3235.84,Th II,PE83
7,3235.94,Re I,MCS75
30,3236.2224,Fe I,NJLT94
120,3236.41,Nb II,RCL00
400 P,3236.581,Ti II,HJLW82
1000,3236.737,Cm I,WHGC76
30,3236.778,Mn I,CMG64
130,3236.81,Tm II,MCS75
700 P,3237.02,Tc II,BMC67
30,3237.06,Mo I,WB88
140,3238.1157,Th II,PE83
1000,3238.548,Cm II,WHGC76
300 P,3239.038,Ti II,HJLW82
2,3240.186,Pb I,WA68
200,3240.23,Tm II,MCS75
300 l,3240.58,Pa II,BW92b
130,3241.044,Zr II,J98
250,3241.54,Tm II,MCS75
200,3241.994,Ti II,HJLW82
500 P,3242.272,Y II,NJK91
1000 P,3242.657,Cm II,WHGC76
500 P,3242.6983,Pd I,ELLW98
70,3243.054,Ni I,LBT93
150 h,3243.16,Cu I,S48
100,3243.396,Ne II,P71
7,3243.689,Ar II,N73
12,3243.777,Mn I,CMG64
100,3244.095,Ne II,P71
500,3244.162,Pu I,BFG84
200,3244.4488,Th I,PE83
60,3245.13,La II,MCS75
700 P,3245.206,Pu II,BFG84
1000,3246.247,Cm I,WHGC76
30,3246.963,Tm I,SMC73
"1000 P,s",3247.262,Bk II,WC78
1000 P,3247.54,Cu I,S48
150,3247.66,Hf I,MCS75
100,3248.345,Ne II,P71
25,3248.512,Mn I,CMG64
100,3248.605,Ti II,HJLW82
100,3249.53,Hf I,MCS75
50,3249.868,Li II,HM59
