Intensity,Wavelength (Å),Spectrum,Reference
250 P,832.7587,O II,MKM93
400 P,833.3302,O II,MKM93
150,834.3918,Ar I,M73
500 P,834.4655,O II,MKM93
100,835.0021,Ar I,M73
700 P,839.297,Cl II,RK74
900 P,839.599,Cl II,RK74
800 P,841.414,Cl II,RK74
100,842.80506,Ar I,M73
30 P,844.06,Kr II,MSP69
600 P,851.691,Cl II,RK74
20,864.82,Kr II,MSP69
180 P,866.79997,Ar I,M73
20,868.87,Kr II,MSP69
150 P,869.75411,Ar I,M73
180 P,876.05767,Ar I,M73
100,879.84,I II,MC60
180 P,879.94656,Ar I,M73
200,880.8,Xe II,B36
500,882.543,B II,O70
500,882.681,B II,O70
70,884.14,Kr II,MSP69
120,885.54,Xe II,B36
300 P,886.3,Kr II,MSP69
400,886.943,Cu II,R69
1000 P,889.25,Br II,MT84
400,890.567,Cu II,R69
130,891.01,Kr II,MSP69
70,892.001,Si II,RA65
20,893.0847,Hg II,SR01
500,893.678,Cu II,R69
150 P,894.31013,Ar I,M73
500,896.65,Br II,MT84
400,896.759,Cu II,R69
400,901.073,Cu II,R69
400 P,901.27,Cs II,RE75
150,903.6235,C II,KE74
300,903.9616,C II,KE74
750 P,904.1416,C II,KE74
150,904.4801,C II,KE74
500,906.01,Br II,MT84
400,906.885,S II,KM93
300,910.484,S II,KM93
70,911.39,Kr II,MSP69
800,912.69,Se II,G62
250,912.735,S II,KM93
500,914.213,Cu II,R69
50 P,915.613,N II,E83
12,915.819,Hg II,SR01
50 P,915.963,N II,E83
"60 P,d",916.019,N II,E83
"200 P,d",916.708,N II,E83
700 P,917.43,Kr II,MSP69
300 P,919.781,Ar II,M71
400,922.019,Cu II,R69
200,925.87,Xe II,B36
15,926.2256,H I,MK00a
400 P,926.66,Cs II,RE75
20,930.7482,H I,MK00a
300 P,932.0537,Ar II,M71
400,932.939,Cu II,R69
400,935.058,Cu II,R69
400,935.086,Cu II,R69
80,935.4,Xe II,B36
400,935.898,Cu II,R69
250,937.421,S II,KM93
300,937.684,S II,KM93
30,937.8034,H I,MK00a
20,942.63,Hg II,SR01
400,943.335,Cu II,R69
10,944.73,Li II,SO82
100,945.4414,Kr I,K93
400,945.525,Cu II,R69
80,946.5443,Kr I,K93
50 P,949.743,H I,MK00a
30,951.056,Kr I,K93
500 P,951.87,F I,L49
80,953.4041,Kr I,K93
1000 P,954.826,F I,L49
800 P,955.546,F I,L49
500 P,958.525,F I,L49
5 c,958.7,He II,GM65
25,962.711,Hg II,SR01
80,963.3745,Kr I,K93
700 P,964.97,Kr II,MSP69
25,969.142,Hg II,SR01
6 c,972.11,He II,GM65
100 P,972.5367,H I,MK00a
250 P,972.77,Xe II,B36
400,973.895,F I,L49
100,976.217,F I,L49
250,976.68,Xe II,B36
100,977.743,F I,L49
500,984.99,Br II,MT84
50,988.773,O I,M75b
8 c,992.36,He II,GM65
70,992.684,Si II,RA65
60,993.8825,Ne II,P71
150,1001.0606,Kr I,K93
150,1003.5504,Kr I,K93
500,1012.13,Br II,MT84
800 P,1013.4,Se II,G62
800,1013.99,Se II,G62
250,1014.449,S II,KM93
1000 P,1015.53,Br II,MT84
10,1017.88,Li II,SO82
200,1018.58,I II,MC60
15 c,1025.27,He II,GM65
300 P,1025.7222,H I,MK00a
80,1025.762,O I,M75b
14 P,1025.9681,Mg II,KM91a
12 P,1026.1134,Mg II,KM91a
150,1030.0232,Kr I,K93
150,1032.44,Xe II,B36
1000 P,1033.56,Se II,G62
500 P,1034.66,I II,MC60
250 P,1036.3367,C II,KE74
400,1036.47,Cu II,R69
500,1036.98,Br II,MT84
500 P,1037.0182,C II,KE74
250,1037.68,Xe II,B36
50,1039.23,O I,M75b
400,1039.348,Cu II,R69
400,1039.582,Cu II,R69
20,1039.6315,Hg II,SR01
400 P,1041.31,Xe II,B36
500,1044.519,Cu II,R69
500,1044.744,Cu II,R69
1000 P,1048.21987,Ar I,VHU99
300 P,1048.27,Xe II,B36
1000 P,1048.94,Br II,MT84
1000 P,1049.65,Se II,G62
400 P,1051.92,Xe II,B36
400,1054.69,Cu II,R69
400,1056.955,Cu II,R69
800,1057.41,Se II,G62
400,1059.096,Cu II,R69
40,1059.51,Te II,HM64
200,1060.619,Pb II,WRSH74
400,1060.634,Cu II,R69
20,1062.7802,Hg II,SR01
400,1063.005,Cu II,R69
700 P,1063.831,Cl II,RK74
400,1064.71,Br II,MT84
100,1066.34,I II,MC60
500 P,1066.6598,Ar I,M73
300 P,1067.945,Cl II,RK74
70,1068.6488,Ne II,P71
1000 P,1071.036,Cl II,RK74
700 P,1071.767,Cl II,RK74
500,1071.84,Br II,MT84
700 P,1074.48,Xe II,B36
150,1075.21,I II,MC60
600 P,1075.23,Cl II,RK74
40 P,1077.66,Te II,HM64
600 P,1079.08,Cl II,RK74
500,1081.875,B II,O70
500,1082.073,B II,O70
200,1083.86,Xe II,B36
25 P,1083.994,N II,E83
"60 P,d",1084.58,N II,E83
30 c,1084.94,He II,GM65
300,1085.51,Ge II,S63a
15 P,1085.55,N II,E83
100 P,1085.71,N II,E83
400 P,1100.43,Xe II,B36
250,1105.0,I II,MC60
500 P,1106.74,Ge II,S63a
1000 P,1106.9931,Ag II,KLLT02
120,1111.16,I II,MC60
600 P,1112.4006,Ag II,KLLT02
200,1113.708,Ga II,IL85
200,1119.133,Ga II,IL85
500 P,1120.46,Ge II,S63a
200,1121.325,Pb II,WRSH74
200,1125.25,I II,MC60
300,1130.76,Ga II,IL85
100,1131.5,I II,MC60
90,1131.7224,Ne II,P71
100,1131.849,Ne II,P71
30,1131.88,Li II,SO82
90,1134.165,N I,M75a
90,1134.415,N I,M75a
500 P,1139.8,I II,MC60
800,1141.97,Se II,G62
200,1143.039,Be II,J61a
200,1158.47,Xe II,B36
500 P,1160.56,I II,MC60
600 P,1162.17,Pd II,LLTL01
500 r,1162.55,Tl II,ES36
30,1164.4184,Pt II,SRSA92
300 P,1164.8671,Kr I,K93
1000 P,1166.48,I II,MC60
10,1166.63,Li II,SO82
30,1166.8635,Pt II,SRSA92
80,1169.63,Xe II,B36
90,1169.7477,Pt II,SRSA92
50 P,1174.34,Te II,HM64
60 P,1175.79,Te II,HM64
250,1175.84,I II,MC60
500 P,1178.65,I II,MC60
80,1178.9614,Pt II,SRSA92
150,1179.293,Cl I,RK69
500,1181.19,Ge II,S63a
500,1181.65,Ge II,S63a
30,1182.3552,Pt II,SRSA92
250 P,1183.05,Xe II,B36
700 P,1183.4003,Pd II,LLTL01
60,1186.2203,Pt II,SRSA92
800 P,1187.34,I II,MC60
200 P,1188.73,Ge II,S63a
300 P,1190.416,Si II,KE74
500 P,1190.85,I II,MC60
300,1191.26,Ge II,S63a
25 P,1192.0376,Xe I,BVHU01
1000 P,1192.24,Se II,G62
300*,1193.0088,C I,J66
300*,1193.0308,C I,J66
400,1193.2402,C I,KE74
100,1193.2644,C I,KE74
700 P,1193.2898,Si II,KE74
60,1193.4484,Pt II,SRSA92
800 P,1194.5004,Si II,KE74
700 P,1195.8092,Ag II,KLLT02
1000 P,1196.4051,Pd II,LLTL01
400,1197.188,Be II,J61a
50,1198.092,Li II,HM59
70,1198.7745,Pt II,SRSA92
250,1198.88,I II,MC60
1000 P,1199.55,N I,M75a
400,1200.22,I II,MC60
700 P,1200.223,N I,M75a
300 P,1200.71,N I,M75a
800 P,1203.9645,Pd II,LLTL01
40,1208.54,Te II,HM64
800,1211.17,As II,LA71
600,1214.5242,Pd II,LLTL01
35,1215.09,He II,GM65
50 c,1215.17,He II,GM65
1000 P,1215.66824,H I,MK00a
500 P,1215.67364,H I,MK00a
800,1218.1,As II,LA71
700 P,1218.6219,Pd II,LLTL01
110,1219.4931,Pt II,SRSA92
90,1220.165,Cr II,SKRR03
1000 P,1220.89,I II,MC60
40,1220.98,Te II,HM64
600,1223.721,Sn II,B64
600 P,1224.592,Au II,RW97
600,1225.2684,Pd II,LLTL01
70,1228.746,Si II,S61b
40,1229.0134,Pt II,SRSA92
100,1229.388,Si II,S61b
90,1229.8367,Ne II,P71
600,1229.901,Au II,RW97
500,1230.16,B II,O70
100,1232.43,Br I,T63
40,1232.8739,Pt II,SRSA92
1000 P,1234.06,I II,MC60
600,1235.1957,Pd II,LLTL01
1000 P,1235.8378,Kr I,K93
500 P,1237.059,Ge II,KE74
700 P,1237.0677,Pd II,LLTL01
20,1237.29,Li II,SO82
90,1238.8499,Pt II,SRSA92
25 P,1239.9253,Mg II,KM91a
20 P,1240.3946,Mg II,KM91a
400 P,1241.045,Bi II,WBBF01
800,1241.31,As II,LA71
500,1242.926,Sn II,B64
1000 P,1243.08,As II,LA71
250 P,1243.179,N I,M75a
200 P,1244.76,Xe II,B36
900,1245.67,As II,LA71
150,1247.554,Cr II,SKRR03
100,1248.426,Si II,S61b
200,1248.6069,Pt II,SRSA92
25 P,1250.2091,Xe I,BVHU01
70,1250.433,Si II,S61b
400 P,1250.578,S II,KM93
130,1251.164,Si II,S61b
10,1253.32,Li II,SO82
40,1253.62,Te II,HM64
900 P,1253.805,S II,KM93
800,1258.58,As II,LA71
40,1259.51,I I,KC59
1000 P,1259.518,S II,KM93
500 P,1260.4223,Si II,KE74
200,1261.552,C I,KE74
500 P,1261.905,Ge II,KE74
1000 P,1263.77,As II,LA71
40,1264.5677,Pt II,SRSA92
1000 P,1264.7379,Si II,KE74
800,1266.34,As II,LA71
800,1267.59,As II,LA71
40,1270.52,Te II,HM64
40,1271.7939,Pt II,SRSA92
800 P,1274.938,Sb II,AJK89
400 P,1277.2452,C I,KE74
800 P,1277.2824,C I,KE74
200 P,1277.5131,C I,KE74
1000 P,1277.5497,C I,KE74
800 P,1280.333,C I,KE74
700,1280.99,As II,LA71
30,1283.6978,Pt II,SRSA92
300 P,1283.715,Bi II,WBBF01
700,1287.54,As II,LA71
40,1289.4,I I,KC59
70,1289.9515,Pt II,SRSA92
30,1290.0131,Pt II,SRSA92
30,1290.0131,Pt II,SRSA92
1000,1290.88,Sn II,B64
30,1292.7998,Pt II,SRSA92
100 P,1295.5878,Xe I,BVHU01
130,1300.34,I I,KC59
1000 P,1302.168,O I,M75b
50,1302.4578,Pt II,SRSA92
40,1302.98,I I,KC59
40,1303.1187,Pt II,SRSA92
700 P,1304.858,O I,M75b
700,1305.7,As II,LA71
300 P,1306.029,O I,M75b
500 r,1307.5,Tl II,ES36
100,1309.2766,Si II,KE74
200 P,1310.7,P II,SMZ83
40,1313.95,I I,KC59
1000,1316.576,Sn II,B64
40,1317.54,I I,KC59
800 P,1320.0229,Pd II,LLTL01
"800 P,r",1321.644,Tl II,JKBL96
50 P,1324.92,Te II,HM64
800 P,1327.378,Sb II,AJK89
40,1327.4314,Pt II,SRSA92
9 h,1328.374,Au I,BG78
200,1329.5775,C I,KE74
100,1329.6005,C I,KE74
800,1333.15,As II,LA71
80 P,1334.5323,C II,KE74
150 P,1335.7077,C II,KE74
300 P,1335.726,Cl I,RK69
1000 P,1336.52,I II,MC60
1000 P,1341.55,As II,LA71
1000 P,1347.24,Cl I,RK69
40,1348.83,Pt II,SRSA92
70,1350.057,Si II,S61b
500 P,1351.657,Cl I,RK69
30,1352.9768,Pt II,SRSA92
800,1354.955,Sb II,AJK89
70,1355.1,I I,KC59
400,1355.616,Au II,RW97
800,1355.93,As II,LA71
40,1357.97,I I,KC59
600,1358.009,Sb II,AJK89
200 P,1358.773,Cu II,R69
70,1360.97,I I,KC59
40,1361.11,I I,KC59
400 P,1362.326,Au II,RW97
1000 P,1362.463,B II,LZJK98
40,1363.24,Te II,HM64
30,1363.3059,Pt II,SRSA92
500 P,1363.447,Cl I,RK69
700 P,1363.6892,Pd II,LLTL01
30,1364.1171,Pt II,SRSA92
600,1365.543,Pd II,LLTL01
15,1367.257,Mg II,KM91a
800 P,1367.7039,Pd II,LLTL01
15,1367.708,Mg II,KM91a
150 P,1367.951,Cu II,R69
20,1369.423,Mg II,KM91a
1000 P,1369.77,As II,LA71
120,1373.116,Cl I,RK69
30,1373.1724,Pt II,SRSA92
800,1373.65,As II,LA71
50,1374.69,Na II,W71
50,1374.8,Te II,HM64
900 P,1374.8481,Pd II,LLTL01
1000 P,1375.07,As II,LA71
800,1375.78,As II,LA71
120,1378.9572,Pt II,SRSA92
500 P,1379.528,Cl I,RK69
100,1382.046,Pt II,SRSA92
50,1383.23,I I,KC59
150,1384.6,Br I,T63
800 P,1384.656,Sb II,AJK89
1000 P,1387.565,Sb II,AJK89
200,1388.435,S I,KM93
500 P,1389.693,Cl I,RK69
500 P,1389.957,Cl I,RK69
40,1390.75,I I,KC59
120,1392.588,S I,KM93
800,1394.64,As II,LA71
250,1396.112,S I,KM93
500 P,1396.527,Cl I,RK69
800,1400.31,As II,LA71
1000 P,1400.44,Sn II,B64
150,1401.514,S I,KM93
200,1403.9006,Pt II,SRSA92
50,1404.68,Na II,W71
600,1407.784,Sb II,AJK89
9,1408.451,Au I,BG78
90,1411.94,N I,M75a
1000 P,1414.401,Ga II,IL85
90,1418.3779,Ne II,P71
60,1420.9,Li II,DM01
1000 P,1425.03,S I,KM93
110,1425.49,I I,KC59
1000 P,1426.208,Cr II,SKRR03
90,1428.5822,Ne II,P71
80,1429.5248,Pt II,SRSA92
800 P,1431.323,Cr II,SKRR03
600 P,1431.865,Cr II,SKRR03
600 P,1432.056,Cr II,SKRR03
500 P,1433.004,Cr II,SKRR03
600 P,1433.28,S I,KM93
200 P,1433.31,S I,KM93
1000 P,1433.906,Pb II,KT96
600 P,1434.808,Cr II,SKRR03
400 P,1435.207,Cr II,SKRR03
350 P,1435.582,Cr II,SKRR03
90,1436.0813,Ne II,P71
800 P,1436.447,Sb II,AJK89
400 P,1436.81,Bi II,WBBF01
250,1436.968,S I,KM93
70,1446.26,I I,KC59
40,1447.803,Pt II,SRSA92
300,1448.428,Cr II,SKRR03
P,1451.56,Rn I,R30
70,1453.18,I I,KC59
30,1454.2866,Pt II,SRSA92
30,1454.2866,Pt II,SRSA92
500,1455.091,Bi II,WBBF01
70,1457.39,I I,KC59
70,1457.47,I I,KC59
130 P,1457.98,I I,KC59
50,1459.15,I I,KC59
40,1461.0786,Pt II,SRSA92
40,1462.6591,Pt II,SRSA92
60 P,1469.6123,Xe I,BVHU01
1000 P,1473.995,S I,KM93
1000 P,1474.997,Sn II,B64
60,1475.6306,Pt II,SRSA92
20,1476.0,Mg II,KM91a
25,1478.004,Mg II,KM91a
20,1480.88,Mg II,KM91a
9,1481.764,Au I,BG78
150,1482.8256,Pt II,SRSA92
30,1482.89,Mg II,KM91a
700,1483.039,S I,KM93
500,1486.547,Au II,RW97
400,1486.954,Bi II,WBBF01
700 P,1488.45,Br I,T63
500,1488.637,Cu II,R69
25,1491.9735,Pt II,SRSA92
250 P,1492.625,N I,M75a
120,1492.82,N I,M75a
70,1492.89,I I,KC59
15,1492.931,Li II,HM59
30,1492.973,Li II,HM59
6,1493.036,Li II,HM59
150,1494.675,N I,M75a
200,1494.7256,Pt II,SRSA92
100,1498.1132,Pt II,SRSA92
800,1498.549,Sb II,AJK89
200,1499.3707,Pt II,SRSA92
140,1505.2462,Pt II,SRSA92
110,1506.2923,Pt II,SRSA92
40,1506.41,Na II,W71
70,1507.04,I I,KC59
30,1507.6288,Pt II,SRSA92
600,1509.292,Pt II,SRSA92
600 P,1512.269,Be II,J61a
1000 P,1512.298,Pb II,KT96
"800 P,c",1512.412,Be II,J61a
800,1513.255,Sb II,AJK89
200,1514.26,Cd II,SP49
70,1514.68,I I,KC59
9 r,1515.63,Ag I,S40
200 P,1518.05,I I,KC59
400,1519.837,Cu II,R69
400,1520.549,Bi II,WBBF01
30,1520.7414,Pt II,SRSA92
800,1524.367,Sb II,AJK89
150,1524.5715,Pt II,SRSA92
900,1524.7295,Pt II,SRSA92
900,1524.7295,Pt II,SRSA92
150,1526.70698,Si II,GK00
80,1528.2831,Pt II,SRSA92
60,1530.1969,Pt II,SRSA92
400,1531.74,Br I,T63
80 P,1532.53,P II,SMZ83
400,1533.139,Bi II,WBBF01
300 P,1533.4318,Si II,KE74
100,1534.9063,Pt II,SRSA92
800 P,1535.309,Ga II,IL85
130 P,1535.917,P II,SMZ83
80 P,1536.41,P II,SMZ83
300,1536.745,Bi II,WBBF01
400,1538.037,Bi II,WBBF01
800 P,1539.83,Al II,KM91b
50,1540.504,Pt II,SRSA92
300 P,1540.65,Br I,T63
500,1541.703,Cu II,R69
60 l,1541.8337,Pt II,SRSA92
130 P,1542.297,P II,SMZ83
30,1542.7098,Pt II,SRSA92
40,1546.8248,Pt II,SRSA92
110,1552.3268,Pt II,SRSA92
200,1554.9285,Pt II,SRSA92
30,1558.3479,Pt II,SRSA92
40,1559.3893,Pt II,SRSA92
200,1560.309,C I,KE74
500 P,1560.682,C I,KE74
200 P,1560.709,C I,KE74
600 P,1561.438,C I,KE74
40,1561.545,Pt II,SRSA92
40,1561.545,Pt II,SRSA92
500 r,1561.58,Tl II,ES36
800,1565.501,Sb II,AJK89
30,1568.9021,Pt II,SRSA92
200,1571.58,Cd II,SP49
30,1573.1802,Pt II,SRSA92
400,1573.69,Bi II,WBBF01
40,1573.818,Pt II,SRSA92
200,1574.3059,Pt II,SRSA92
400 P,1574.84,Br I,T63
900 P,1576.099,Sb II,AJK89
250,1576.39,Br I,T63
500 P,1576.855,Ge II,KE74
80,1579.4357,Pt II,SRSA92
800,1581.353,Sb II,AJK89
90,1581.398,Pt II,SRSA92
300,1582.31,Br I,T63
20 P,1586.34,In II,SM02
20,1587.158,Au I,BG78
40,1587.7205,Pt II,SRSA92
40,1589.3735,Pt II,SRSA92
600 P,1591.76,Bi II,WBBF01
400,1593.556,Cu II,R69
70,1593.58,I I,KC59
40,1594.0344,Pt II,SRSA92
40,1594.2611,Pt II,SRSA92
70,1594.5655,Si I,RAKL67
70,1594.9493,Si I,RAKL67
9,1604.0102,Pt I,SRSA92
11,1604.12,Rb II,R75
1000 P,1604.45,Rh II,S58
1000 P,1606.952,Sb II,AJK89
50,1608.41,Te II,HM64
400,1609.69,Bi II,WBBF01
400,1611.358,Bi II,WBBF01
50,1613.15,Te II,HM64
70,1617.6,I I,KC59
400,1621.426,Cu II,R69
80 l,1621.659,Pt II,SRSA92
90,1622.8806,Si I,RAKL67
700 P,1623.597,B II,LZJK98
500 P,1623.79,B II,LZJK98
1000 P,1624.023,B II,LZJK98
300,1624.175,B II,LZJK98
9,1624.335,Au I,BG78
700 P,1624.376,B II,LZJK98
400 P,1624.47,Rh II,S58
1000 P,1628.94,Rh II,S58
100,1629.441,Si I,KRA66
100,1629.9477,Si I,RAKL67
80,1631.0903,Pt II,SRSA92
1000 P,1633.4,Br I,T63
120,1634.2337,Pt II,SRSA92
400 P,1634.72,Rh II,S58
25,1636.1647,Pt I,SRSA92
400 P,1637.88,Rh II,S58
120 P,1640.3321,He II,MK00b
50 P,1640.3447,He II,MK00b
7 P,1640.375,He II,MK00b
25 P,1640.3914,He II,MK00b
180 P,1640.4742,He II,MK00b
25 P,1640.4897,He II,MK00b
15 P,1640.5326,He II,MK00b
8,1644.4634,Pt I,SRSA92
300,1644.4958,Ag II,KLLT02
14 P,1646.674,Au I,BG78
250,1649.858,Ca II,ER56
1000 P,1649.9373,Hg II,SR01
5,1651.52,Ag I,S40
140,1651.991,Ca II,ER56
15,1653.077,Li II,HM59
30,1653.132,Li II,HM59
6,1653.213,Li II,HM59
500 P,1656.267,C I,KE74
400 P,1656.928,C I,KE74
1000 P,1657.008,C I,KE74
400 P,1657.379,C I,KE74
400 P,1657.907,C I,KE74
500 P,1658.121,C I,KE74
50,1659.486,Pt II,SRSA92
100 P,1661.478,Be I,KM97
400,1665.3513,Ag II,KLLT02
9,1665.755,Au I,BG78
900 P,1666.688,S I,KM93
300,1666.85,B I,BTG74
500,1667.272,B I,BTG74
200,1669.2312,Pt II,SRSA92
170,1669.876,Cr II,SKRR03
1000 P,1670.7886,Al II,GK00
500,1671.553,Pb II,KT96
150,1672.738,Cr II,SKRR03
800 P,1674.591,P I,S80
200,1675.2052,Si I,RAKL67
200,1676.152,Cr II,SKRR03
20,1677.8443,Pt I,SRSA92
1000 P,1679.695,P I,S80
40,1681.661,Li II,HM59
120,1681.684,Ne II,P71
500,1682.127,Pb II,KT96
300,1682.8353,Ag II,KLLT02
2,1683.412,Mg I,KM91a
50,1684.5867,Pt II,SRSA92
50,1684.5867,Pt II,SRSA92
800 P,1687.53,S I,KM93
200,1688.3553,Ne II,P71
7,1690.7825,Pt I,SRSA92
200,1696.2065,Si I,RAKL67
250,1697.9409,Si I,RAKL67
30,1698.4958,Pt II,SRSA92
20 P,1699.339,Au I,BG78
200 P,1702.07,I I,KC59
2,1707.061,Mg I,KM91a
80,1707.071,Pt II,SRSA92
"14 P,w",1711.1,In I,G54
40,1713.8364,Pt II,SRSA92
7,1714.4801,Pt I,SRSA92
80 r,1716.784,Ge I,KE74
800 P,1719.44,Al II,KM91b
500,1721.244,Al II,KM91b
900 P,1721.271,Al II,KM91b
150,1723.1314,Pt II,SRSA92
300,1723.6119,Ag II,KLLT02
500,1724.952,Al II,KM91b
900 P,1724.984,Al II,KM91b
600 P,1726.802,Pb II,KT96
50,1727.6799,Pt II,SRSA92
40,1734.852,Mg II,KM91a
90,1735.8642,Pt II,SRSA92
14,1737.1732,Pt I,SRSA92
50,1737.628,Mg II,KM91a
600,1740.475,Au II,RW97
150 P,1741.547,Ni II,S70
200 P,1742.729,N I,M75a
10,1744.4305,Pt I,SRSA92
150,1745.252,N I,M75a
3,1747.794,Mg I,KM91a
80,1750.043,Ge I,KE74
40,1750.663,Mg II,KM91a
500 P,1751.827,C I,KE74
180,1752.585,Cr II,SKRR03
50,1753.474,Mg II,KM91a
120,1753.8286,Pt II,SRSA92
120,1753.8286,Pt II,SRSA92
50,1755.332,Li II,HM59
"14 P,w",1757.3,In I,G54
60,1760.5,Rb II,R75
180,1760.747,Cr II,SKRR03
30,1762.899,Al I,KM91b
500,1763.869,Al II,KM91b
700 P,1763.952,Al II,KM91b
14,1764.5948,Pt I,SRSA92
50,1765.636,Al I,KM91b
300,1765.815,Al II,KM91b
25,1766.0328,Pt II,SRSA92
50,1766.385,Al I,KM91b
120,1767.1612,Pt II,SRSA92
150,1767.457,Cr II,SKRR03
400,1767.731,Al II,KM91b
50,1769.14,Al I,KM91b
300,1770.9223,Si I,RAKL67
80,1774.176,Ge I,KE74
1000 P,1774.951,P I,S80
